ID,Title,Difficulty,AcceptanceRate,Topics,PaidOnly,Status,Link
3077,Maximum Strength of K Disjoint Subarrays,HARD,26.99255739194242,"Array, Dynamic Programming, Prefix Sum",False,TO_DO,https://leetcode.com/problems/maximum-strength-of-k-disjoint-subarrays/
3078,Match Alphanumerical Pattern in Matrix I,MEDIUM,64.15645067133684,"Array, Hash Table, String, Matrix",True,TO_DO,https://leetcode.com/problems/match-alphanumerical-pattern-in-matrix-i/
3079,Find the Sum of Encrypted Integers,EASY,73.97175940479933,"Array, Math",False,TO_DO,https://leetcode.com/problems/find-the-sum-of-encrypted-integers/
3080,Mark Elements on Array by Performing Queries,MEDIUM,47.9958582604694,"Array, Hash Table, Sorting, Heap (Priority Queue), Simulation",False,TO_DO,https://leetcode.com/problems/mark-elements-on-array-by-performing-queries/
3081,Replace Question Marks in String to Minimize Its Value,MEDIUM,28.17023640087479,"Hash Table, String, Greedy, Sorting, Heap (Priority Queue), Counting",False,TO_DO,https://leetcode.com/problems/replace-question-marks-in-string-to-minimize-its-value/
3082,Find the Sum of the Power of All Subsequences,HARD,37.01934952655414,"Array, Dynamic Programming",False,TO_DO,https://leetcode.com/problems/find-the-sum-of-the-power-of-all-subsequences/
3083,Existence of a Substring in a String and Its Reverse,EASY,65.8955046181996,"Hash Table, String",False,TO_DO,https://leetcode.com/problems/existence-of-a-substring-in-a-string-and-its-reverse/
3084,Count Substrings Starting and Ending with Given Character,MEDIUM,49.19225112602261,"Math, String, Counting",False,TO_DO,https://leetcode.com/problems/count-substrings-starting-and-ending-with-given-character/
3085,Minimum Deletions to Make String K-Special,MEDIUM,67.13167339894702,"Hash Table, String, Greedy, Sorting, Counting",False,TO_DO,https://leetcode.com/problems/minimum-deletions-to-make-string-k-special/
3086,Minimum Moves to Pick K Ones,HARD,20.710604827773256,"Array, Greedy, Sliding Window, Prefix Sum",False,TO_DO,https://leetcode.com/problems/minimum-moves-to-pick-k-ones/
3087,Find Trending Hashtags,MEDIUM,61.190345584201864,Database,True,TO_DO,https://leetcode.com/problems/find-trending-hashtags/
3088,Make String Anti-palindrome,HARD,43.39853300733496,"String, Greedy, Sorting, Counting Sort",True,TO_DO,https://leetcode.com/problems/make-string-anti-palindrome/
3089,Find Bursty Behavior,MEDIUM,37.528912875867384,Database,True,TO_DO,https://leetcode.com/problems/find-bursty-behavior/
3090,Maximum Length Substring With Two Occurrences,EASY,64.10536340619265,"Hash Table, String, Sliding Window",False,TO_DO,https://leetcode.com/problems/maximum-length-substring-with-two-occurrences/
3091,Apply Operations to Make Sum of Array Greater Than or Equal to k,MEDIUM,43.60312575342854,"Math, Greedy, Enumeration",False,TO_DO,https://leetcode.com/problems/apply-operations-to-make-sum-of-array-greater-than-or-equal-to-k/
3092,Most Frequent IDs,MEDIUM,41.80628082390484,"Array, Hash Table, Heap (Priority Queue), Ordered Set",False,TO_DO,https://leetcode.com/problems/most-frequent-ids/
3093,Longest Common Suffix Queries,HARD,36.17165634806208,"Array, String, Trie",False,TO_DO,https://leetcode.com/problems/longest-common-suffix-queries/
3094,Guess the Number Using Bitwise Questions II,MEDIUM,82.84132841328413,"Bit Manipulation, Interactive",True,TO_DO,https://leetcode.com/problems/guess-the-number-using-bitwise-questions-ii/
3095,Shortest Subarray With OR at Least K I,EASY,43.19844037585973,"Array, Bit Manipulation, Sliding Window",False,TO_DO,https://leetcode.com/problems/shortest-subarray-with-or-at-least-k-i/
3096,Minimum Levels to Gain More Points,MEDIUM,39.38576755940456,"Array, Prefix Sum",False,TO_DO,https://leetcode.com/problems/minimum-levels-to-gain-more-points/
3097,Shortest Subarray With OR at Least K II,MEDIUM,50.21453687400928,"Array, Bit Manipulation, Sliding Window",False,TO_DO,https://leetcode.com/problems/shortest-subarray-with-or-at-least-k-ii/
3098,Find the Sum of Subsequence Powers,HARD,23.788479122218835,"Array, Dynamic Programming, Sorting",False,TO_DO,https://leetcode.com/problems/find-the-sum-of-subsequence-powers/
3099,Harshad Number,EASY,83.2564345922174,Math,False,TO_DO,https://leetcode.com/problems/harshad-number/
3100,Water Bottles II,MEDIUM,62.36120261605952,"Math, Simulation",False,TO_DO,https://leetcode.com/problems/water-bottles-ii/
3101,Count Alternating Subarrays,MEDIUM,56.55375352571057,"Array, Math",False,TO_DO,https://leetcode.com/problems/count-alternating-subarrays/
3102,Minimize Manhattan Distances,HARD,31.90555519958993,"Array, Math, Geometry, Sorting, Ordered Set",False,TO_DO,https://leetcode.com/problems/minimize-manhattan-distances/
3103,Find Trending Hashtags II ,HARD,67.3469387755102,Database,True,TO_DO,https://leetcode.com/problems/find-trending-hashtags-ii/
3104,Find Longest Self-Contained Substring,HARD,58.377128442295565,"Hash Table, String, Binary Search, Prefix Sum",True,TO_DO,https://leetcode.com/problems/find-longest-self-contained-substring/
3105,Longest Strictly Increasing or Strictly Decreasing Subarray,EASY,64.98093542684316,Array,False,TO_DO,https://leetcode.com/problems/longest-strictly-increasing-or-strictly-decreasing-subarray/
3106,Lexicographically Smallest String After Operations With Constraint,MEDIUM,62.476322064493125,"String, Greedy",False,TO_DO,https://leetcode.com/problems/lexicographically-smallest-string-after-operations-with-constraint/
3107,Minimum Operations to Make Median of Array Equal to K,MEDIUM,46.99883973657117,"Array, Greedy, Sorting",False,TO_DO,https://leetcode.com/problems/minimum-operations-to-make-median-of-array-equal-to-k/
3108,Minimum Cost Walk in Weighted Graph,HARD,68.3670508796455,"Array, Bit Manipulation, Union Find, Graph",False,TO_DO,https://leetcode.com/problems/minimum-cost-walk-in-weighted-graph/
3109,Find the Index of Permutation,MEDIUM,35.85576434738446,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set",True,TO_DO,https://leetcode.com/problems/find-the-index-of-permutation/
3110,Score of a String,EASY,91.67866596334156,String,False,TO_DO,https://leetcode.com/problems/score-of-a-string/
3111,Minimum Rectangles to Cover Points,MEDIUM,62.70048259574905,"Array, Greedy, Sorting",False,TO_DO,https://leetcode.com/problems/minimum-rectangles-to-cover-points/
3112,Minimum Time to Visit Disappearing Nodes,MEDIUM,36.226843323066035,"Array, Graph, Heap (Priority Queue), Shortest Path",False,TO_DO,https://leetcode.com/problems/minimum-time-to-visit-disappearing-nodes/
3113,Find the Number of Subarrays Where Boundary Elements Are Maximum,HARD,31.469264296091648,"Array, Binary Search, Stack, Monotonic Stack",False,TO_DO,https://leetcode.com/problems/find-the-number-of-subarrays-where-boundary-elements-are-maximum/
3114,Latest Time You Can Obtain After Replacing Characters,EASY,34.610878363984945,"String, Enumeration",False,TO_DO,https://leetcode.com/problems/latest-time-you-can-obtain-after-replacing-characters/
3115,Maximum Prime Difference,MEDIUM,57.67178454568336,"Array, Math, Number Theory",False,TO_DO,https://leetcode.com/problems/maximum-prime-difference/
3116,Kth Smallest Amount With Single Denomination Combination,HARD,18.783466167140865,"Array, Math, Binary Search, Bit Manipulation, Combinatorics, Number Theory",False,TO_DO,https://leetcode.com/problems/kth-smallest-amount-with-single-denomination-combination/
3117,Minimum Sum of Values by Dividing Array,HARD,27.240545674322224,"Array, Binary Search, Dynamic Programming, Bit Manipulation, Segment Tree, Queue",False,TO_DO,https://leetcode.com/problems/minimum-sum-of-values-by-dividing-array/
3118,Friday Purchase III ,MEDIUM,56.57510227936879,Database,True,TO_DO,https://leetcode.com/problems/friday-purchase-iii/
3119,Maximum Number of Potholes That Can Be Fixed,MEDIUM,53.1602002503129,"String, Greedy, Sorting",True,TO_DO,https://leetcode.com/problems/maximum-number-of-potholes-that-can-be-fixed/
3120,Count the Number of Special Characters I,EASY,65.79642123789968,"Hash Table, String",False,TO_DO,https://leetcode.com/problems/count-the-number-of-special-characters-i/
3121,Count the Number of Special Characters II,MEDIUM,42.43640021247019,"Hash Table, String",False,TO_DO,https://leetcode.com/problems/count-the-number-of-special-characters-ii/
3122,Minimum Number of Operations to Satisfy Conditions,MEDIUM,40.97238338361569,"Array, Dynamic Programming, Matrix",False,TO_DO,https://leetcode.com/problems/minimum-number-of-operations-to-satisfy-conditions/
3123,Find Edges in Shortest Paths,HARD,45.846645367412144,"Depth-First Search, Breadth-First Search, Graph, Heap (Priority Queue), Shortest Path",False,TO_DO,https://leetcode.com/problems/find-edges-in-shortest-paths/
3124,Find Longest Calls,MEDIUM,63.5735984534659,Database,True,TO_DO,https://leetcode.com/problems/find-longest-calls/
3125,Maximum Number That Makes Result of Bitwise AND Zero,MEDIUM,69.45298094652735,"String, Greedy, Sorting",True,TO_DO,https://leetcode.com/problems/maximum-number-that-makes-result-of-bitwise-and-zero/
3126,Server Utilization Time,MEDIUM,62.441314553990615,Database,True,TO_DO,https://leetcode.com/problems/server-utilization-time/
3127,Make a Square with the Same Color,EASY,52.237725417928125,"Array, Matrix, Enumeration",False,TO_DO,https://leetcode.com/problems/make-a-square-with-the-same-color/
3128,Right Triangles,MEDIUM,47.450379041489384,"Array, Hash Table, Math, Combinatorics, Counting",False,TO_DO,https://leetcode.com/problems/right-triangles/
3129,Find All Possible Stable Binary Arrays I,MEDIUM,26.408580241673036,"Dynamic Programming, Prefix Sum",False,TO_DO,https://leetcode.com/problems/find-all-possible-stable-binary-arrays-i/
3130,Find All Possible Stable Binary Arrays II,HARD,26.303444578474732,"Dynamic Programming, Prefix Sum",False,TO_DO,https://leetcode.com/problems/find-all-possible-stable-binary-arrays-ii/
3131,Find the Integer Added to Array I,EASY,82.27473822280518,Array,False,TO_DO,https://leetcode.com/problems/find-the-integer-added-to-array-i/
3132,Find the Integer Added to Array II,MEDIUM,32.20589775822334,"Array, Two Pointers, Sorting, Enumeration",False,TO_DO,https://leetcode.com/problems/find-the-integer-added-to-array-ii/
3133,Minimum Array End,MEDIUM,55.47562074644955,Bit Manipulation,False,TO_DO,https://leetcode.com/problems/minimum-array-end/
3134,Find the Median of the Uniqueness Array,HARD,28.904252637643584,"Array, Hash Table, Binary Search, Sliding Window",False,TO_DO,https://leetcode.com/problems/find-the-median-of-the-uniqueness-array/
3135,Equalize Strings by Adding or Removing Characters at Ends,MEDIUM,55.779129620963964,"String, Binary Search, Dynamic Programming, Sliding Window, Hash Function",True,TO_DO,https://leetcode.com/problems/equalize-strings-by-adding-or-removing-characters-at-ends/
3136,Valid Word,EASY,50.861852235944816,String,False,TO_DO,https://leetcode.com/problems/valid-word/
3137,Minimum Number of Operations to Make Word K-Periodic,MEDIUM,60.004006499432414,"Hash Table, String, Counting",False,TO_DO,https://leetcode.com/problems/minimum-number-of-operations-to-make-word-k-periodic/
3138,Minimum Length of Anagram Concatenation,MEDIUM,39.76679232994752,"Hash Table, String, Counting",False,TO_DO,https://leetcode.com/problems/minimum-length-of-anagram-concatenation/
3139,Minimum Cost to Equalize Array,HARD,17.771825458622732,"Array, Greedy, Enumeration",False,TO_DO,https://leetcode.com/problems/minimum-cost-to-equalize-array/
3140,Consecutive Available Seats II,MEDIUM,56.30252100840336,Database,True,TO_DO,https://leetcode.com/problems/consecutive-available-seats-ii/
3141,Maximum Hamming Distances,HARD,47.30639730639731,"Array, Bit Manipulation, Breadth-First Search",True,TO_DO,https://leetcode.com/problems/maximum-hamming-distances/
3142,Check if Grid Satisfies Conditions,EASY,44.08924159616681,"Array, Matrix",False,TO_DO,https://leetcode.com/problems/check-if-grid-satisfies-conditions/
3143,Maximum Points Inside the Square,MEDIUM,38.46659958201099,"Array, Hash Table, String, Binary Search, Sorting",False,TO_DO,https://leetcode.com/problems/maximum-points-inside-the-square/
3144,Minimum Substring Partition of Equal Character Frequency,MEDIUM,39.2962224753227,"Hash Table, String, Dynamic Programming, Counting",False,TO_DO,https://leetcode.com/problems/minimum-substring-partition-of-equal-character-frequency/
3145,Find Products of Elements of Big Array,HARD,22.22698807583426,"Array, Binary Search, Bit Manipulation",False,TO_DO,https://leetcode.com/problems/find-products-of-elements-of-big-array/
3146,Permutation Difference between Two Strings,EASY,87.35823159719715,"Hash Table, String",False,TO_DO,https://leetcode.com/problems/permutation-difference-between-two-strings/
3147,Taking Maximum Energy From the Mystic Dungeon,MEDIUM,41.43102993455349,"Array, Prefix Sum",False,TO_DO,https://leetcode.com/problems/taking-maximum-energy-from-the-mystic-dungeon/
3148,Maximum Difference Score in a Grid,MEDIUM,47.04219797554884,"Array, Dynamic Programming, Matrix",False,TO_DO,https://leetcode.com/problems/maximum-difference-score-in-a-grid/
3149,Find the Minimum Cost Array Permutation,HARD,24.120368570428834,"Array, Dynamic Programming, Bit Manipulation, Bitmask",False,TO_DO,https://leetcode.com/problems/find-the-minimum-cost-array-permutation/
3150,Invalid Tweets II,EASY,86.26328699918234,Database,True,TO_DO,https://leetcode.com/problems/invalid-tweets-ii/
3151,Special Array I,EASY,81.64763058793558,Array,False,TO_DO,https://leetcode.com/problems/special-array-i/
3152,Special Array II,MEDIUM,45.68322520602636,"Array, Binary Search, Prefix Sum",False,TO_DO,https://leetcode.com/problems/special-array-ii/
3153,Sum of Digit Differences of All Pairs,MEDIUM,42.664771218346274,"Array, Hash Table, Math, Counting",False,TO_DO,https://leetcode.com/problems/sum-of-digit-differences-of-all-pairs/
3154,Find Number of Ways to Reach the K-th Stair,HARD,36.56323484306308,"Math, Dynamic Programming, Bit Manipulation, Memoization, Combinatorics",False,TO_DO,https://leetcode.com/problems/find-number-of-ways-to-reach-the-k-th-stair/
3155,Maximum Number of Upgradable Servers,MEDIUM,41.45807259073842,"Array, Math, Binary Search",True,TO_DO,https://leetcode.com/problems/maximum-number-of-upgradable-servers/
3156,Employee Task Duration and Concurrent Tasks,HARD,41.61184210526316,Database,True,TO_DO,https://leetcode.com/problems/employee-task-duration-and-concurrent-tasks/
3157,Find the Level of Tree with Minimum Sum,MEDIUM,68.78898128898129,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",True,TO_DO,https://leetcode.com/problems/find-the-level-of-tree-with-minimum-sum/
3158,Find the XOR of Numbers Which Appear Twice,EASY,78.00687285223368,"Array, Hash Table, Bit Manipulation",False,TO_DO,https://leetcode.com/problems/find-the-xor-of-numbers-which-appear-twice/
3159,Find Occurrences of an Element in an Array,MEDIUM,72.9100158889812,"Array, Hash Table",False,TO_DO,https://leetcode.com/problems/find-occurrences-of-an-element-in-an-array/
3160,Find the Number of Distinct Colors Among the Balls,MEDIUM,54.18874899821618,"Array, Hash Table, Simulation",False,TO_DO,https://leetcode.com/problems/find-the-number-of-distinct-colors-among-the-balls/
3161,Block Placement Queries,HARD,17.386151473333875,"Array, Binary Search, Binary Indexed Tree, Segment Tree",False,TO_DO,https://leetcode.com/problems/block-placement-queries/
3162,Find the Number of Good Pairs I,EASY,85.88732394366197,"Array, Hash Table",False,TO_DO,https://leetcode.com/problems/find-the-number-of-good-pairs-i/
3163,String Compression III,MEDIUM,66.89795918367348,String,False,TO_DO,https://leetcode.com/problems/string-compression-iii/
